sample	r1	r2
PAT_194206_P001_WE07	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WE07_i5-153_i7-247_S3553_L003-L004_R1_001.fastq.gz	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WE07_i5-153_i7-247_S3553_L003-L004_R2_001.fastq.gz
PAT_194206_P001_WE08	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WE08_i5-153_i7-248_S3554_L003-L004_R1_001.fastq.gz	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WE08_i5-153_i7-248_S3554_L003-L004_R2_001.fastq.gz
PAT_194206_P001_WE09	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WE09_i5-153_i7-292_S3555_L003-L004_R1_001.fastq.gz	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WE09_i5-153_i7-292_S3555_L003-L004_R2_001.fastq.gz
PAT_194206_P001_WE10	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WE10_i5-153_i7-250_S3556_L003-L004_R1_001.fastq.gz	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WE10_i5-153_i7-250_S3556_L003-L004_R2_001.fastq.gz
PAT_194206_P001_WE11	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WE11_i5-153_i7-251_S3557_L003-L004_R1_001.fastq.gz	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WE11_i5-153_i7-251_S3557_L003-L004_R2_001.fastq.gz
PAT_194206_P001_WE12	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WE12_i5-153_i7-252_S3558_L003-L004_R1_001.fastq.gz	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WE12_i5-153_i7-252_S3558_L003-L004_R2_001.fastq.gz
PAT_194206_P001_WF01	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WF01_i5-153_i7-253_S3559_L003-L004_R1_001.fastq.gz	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WF01_i5-153_i7-253_S3559_L003-L004_R2_001.fastq.gz
PAT_194206_P001_WF02	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WF02_i5-153_i7-254_S3560_L003-L004_R1_001.fastq.gz	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WF02_i5-153_i7-254_S3560_L003-L004_R2_001.fastq.gz
PAT_194206_P001_WF03	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WF03_i5-153_i7-255_S3561_L003-L004_R1_001.fastq.gz	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WF03_i5-153_i7-255_S3561_L003-L004_R2_001.fastq.gz
PAT_194206_P001_WF04	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WF04_i5-153_i7-256_S3562_L003-L004_R1_001.fastq.gz	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WF04_i5-153_i7-256_S3562_L003-L004_R2_001.fastq.gz
PAT_194206_P001_WF05	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WF05_i5-153_i7-257_S3563_L003-L004_R1_001.fastq.gz	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WF05_i5-153_i7-257_S3563_L003-L004_R2_001.fastq.gz
PAT_194206_P001_WF06	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WF06_i5-153_i7-258_S3564_L003-L004_R1_001.fastq.gz	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WF06_i5-153_i7-258_S3564_L003-L004_R2_001.fastq.gz
PAT_194206_P001_WF07	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WF07_i5-153_i7-259_S3565_L003-L004_R1_001.fastq.gz	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WF07_i5-153_i7-259_S3565_L003-L004_R2_001.fastq.gz
PAT_194206_P001_WF08	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WF08_i5-153_i7-260_S3566_L003-L004_R1_001.fastq.gz	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WF08_i5-153_i7-260_S3566_L003-L004_R2_001.fastq.gz
PAT_194206_P001_WF09	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WF09_i5-153_i7-261_S3567_L003-L004_R1_001.fastq.gz	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WF09_i5-153_i7-261_S3567_L003-L004_R2_001.fastq.gz
PAT_194206_P001_WF10	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WF10_i5-153_i7-262_S3568_L003-L004_R1_001.fastq.gz	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WF10_i5-153_i7-262_S3568_L003-L004_R2_001.fastq.gz
PAT_194206_P001_WF11	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WF11_i5-153_i7-263_S3569_L003-L004_R1_001.fastq.gz	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WF11_i5-153_i7-263_S3569_L003-L004_R2_001.fastq.gz
PAT_194206_P001_WF12	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WF12_i5-153_i7-264_S3570_L003-L004_R1_001.fastq.gz	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WF12_i5-153_i7-264_S3570_L003-L004_R2_001.fastq.gz
PAT_194206_P001_WG01	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WG01_i5-153_i7-265_S3571_L003-L004_R1_001.fastq.gz	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WG01_i5-153_i7-265_S3571_L003-L004_R2_001.fastq.gz
PAT_194206_P001_WG02	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WG02_i5-153_i7-266_S3572_L003-L004_R1_001.fastq.gz	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WG02_i5-153_i7-266_S3572_L003-L004_R2_001.fastq.gz
PAT_194206_P001_WG03	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WG03_i5-153_i7-267_S3573_L003-L004_R1_001.fastq.gz	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WG03_i5-153_i7-267_S3573_L003-L004_R2_001.fastq.gz
PAT_194206_P001_WG04	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WG04_i5-153_i7-268_S3574_L003-L004_R1_001.fastq.gz	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WG04_i5-153_i7-268_S3574_L003-L004_R2_001.fastq.gz
PAT_194206_P001_WG05	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WG05_i5-153_i7-269_S3575_L003-L004_R1_001.fastq.gz	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WG05_i5-153_i7-269_S3575_L003-L004_R2_001.fastq.gz
PAT_194206_P001_WG06	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WG06_i5-153_i7-270_S3576_L003-L004_R1_001.fastq.gz	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WG06_i5-153_i7-270_S3576_L003-L004_R2_001.fastq.gz
PAT_194206_P001_WG07	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WG07_i5-153_i7-271_S3577_L003-L004_R1_001.fastq.gz	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WG07_i5-153_i7-271_S3577_L003-L004_R2_001.fastq.gz
PAT_194206_P001_WG08	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WG08_i5-153_i7-272_S3578_L003-L004_R1_001.fastq.gz	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WG08_i5-153_i7-272_S3578_L003-L004_R2_001.fastq.gz
PAT_194206_P001_WG09	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WG09_i5-153_i7-273_S3579_L003-L004_R1_001.fastq.gz	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WG09_i5-153_i7-273_S3579_L003-L004_R2_001.fastq.gz
PAT_194206_P001_WG10	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WG10_i5-153_i7-274_S3580_L003-L004_R1_001.fastq.gz	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WG10_i5-153_i7-274_S3580_L003-L004_R2_001.fastq.gz
PAT_194206_P001_WG11	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WG11_i5-153_i7-275_S3581_L003-L004_R1_001.fastq.gz	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WG11_i5-153_i7-275_S3581_L003-L004_R2_001.fastq.gz
PAT_194206_P001_WG12	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WG12_i5-153_i7-276_S3582_L003-L004_R1_001.fastq.gz	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WG12_i5-153_i7-276_S3582_L003-L004_R2_001.fastq.gz
PAT_194206_P001_WH01	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WH01_i5-153_i7-277_S3583_L003-L004_R1_001.fastq.gz	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WH01_i5-153_i7-277_S3583_L003-L004_R2_001.fastq.gz
PAT_194206_P001_WH02	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WH02_i5-153_i7-278_S3584_L003-L004_R1_001.fastq.gz	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WH02_i5-153_i7-278_S3584_L003-L004_R2_001.fastq.gz
PAT_194206_P001_WH03	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WH03_i5-153_i7-279_S3585_L003-L004_R1_001.fastq.gz	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WH03_i5-153_i7-279_S3585_L003-L004_R2_001.fastq.gz
PAT_194206_P001_WH04	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WH04_i5-153_i7-280_S3586_L003-L004_R1_001.fastq.gz	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WH04_i5-153_i7-280_S3586_L003-L004_R2_001.fastq.gz
PAT_194206_P001_WH05	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WH05_i5-153_i7-281_S3587_L003-L004_R1_001.fastq.gz	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WH05_i5-153_i7-281_S3587_L003-L004_R2_001.fastq.gz
PAT_194206_P001_WH06	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WH06_i5-153_i7-282_S3588_L003-L004_R1_001.fastq.gz	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WH06_i5-153_i7-282_S3588_L003-L004_R2_001.fastq.gz
PAT_194206_P001_WH07	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WH07_i5-153_i7-283_S3589_L003-L004_R1_001.fastq.gz	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WH07_i5-153_i7-283_S3589_L003-L004_R2_001.fastq.gz
PAT_194206_P001_WH08	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WH08_i5-153_i7-284_S3590_L003-L004_R1_001.fastq.gz	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WH08_i5-153_i7-284_S3590_L003-L004_R2_001.fastq.gz
PAT_194206_P001_WH09	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WH09_i5-153_i7-285_S3591_L003-L004_R1_001.fastq.gz	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WH09_i5-153_i7-285_S3591_L003-L004_R2_001.fastq.gz
PAT_194206_P001_WH10	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WH10_i5-153_i7-286_S3592_L003-L004_R1_001.fastq.gz	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WH10_i5-153_i7-286_S3592_L003-L004_R2_001.fastq.gz
PAT_194206_P001_WH11	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WH11_i5-153_i7-287_S3593_L003-L004_R1_001.fastq.gz	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WH11_i5-153_i7-287_S3593_L003-L004_R2_001.fastq.gz
PAT_194206_P001_WH12	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WH12_i5-153_i7-288_S3594_L003-L004_R1_001.fastq.gz	/orange/munoz/jbenevenuto/GS_implementation_FlexSeq6K/Panel_Design_FlexSeq6K/FASTQ/HC_RAPiD-Genomics_F428-F430_PAT_194206_P001_WH12_i5-153_i7-288_S3594_L003-L004_R2_001.fastq.gz
